Scene,Speaker,Words
"Season 7, Episode 8, Scene 19",Michael,where's michael where's michael we can't start without michael oh here he is ohhhh yayyy and let the show begin actually i think it's not loud enough may i thank you sah there we go glee right rock and roll turn it up to elevaan spinal cord well some of us are trying to have a well i will turn up the volume okay heeeere's what we're gonna do right down the hall is a bed room all the real glee fans are gonna go down the hall to the real glee party in the bedroom follow me where we can crank it
"Season 7, Episode 8, Scene 20",Oscar,that one she's been in a couple episodes of friday night you know what i didn't read the rules i didn't know the rules there it's on i didn't read the rule book
"Season 7, Episode 8, Scene 21",Pam,michael maybe you should try gong in the other room again you can have my seat it's closer to the tv it'll seem louder you have a gun in your desk
"Season 7, Episode 8, Scene 21",Michael,pam i have a loaded gun in my desk at work if i ever start acting like that weenie gabe i want you to take that gun and i want you to shoot me like a hundred times in the groin until i'm dead okay
"Season 7, Episode 8, Scene 22",Andy,no what yeah
"Season 7, Episode 8, Scene 23",Michael,better men than gabe have tried to be my boss david got fired charles got fired jan went crazy ed truck who i liked got decapitated
"Season 7, Episode 8, Scene 23",Dwight,michael i find it absolutely disgraceful that no one followed you in here for your walk-out i took the liberty of making a list of everyone who didn't follow you in here jim oscar creed me at first kelly kev- are you gonna quiet that baby or do i have to in the schrute family the youngest child always raises the others i've been raising children since i was a baby
"Season 7, Episode 8, Scene 23",Pam,maybe i should go
"Season 7, Episode 8, Scene 24",Andy,oh thanks why does erin like gabe that's really nice thank you
"Season 7, Episode 8, Scene 25",Oscar,jim what are you doing flip it back please go to the recorded version what this is why erin we're living it start recording now
"Season 7, Episode 8, Scene 25",Jim,oh it was commercial break so i just wanted to check the scores okay
"Season 7, Episode 8, Scene 26",Pam,if i could get her sleeping normally i could get my life back i can't even talk about it i kind of doubt gabe has suit
"Season 7, Episode 8, Scene 26",Dwight,that would be nice wouldn't it you know it's not really necessary for me to sit here holding her all night just go into gabe's refrigerator get a lump of suit or any kind of congealed animal fat will do rally tie a piece of string to it and the other end to her toe put the suit in her mouth she'll be happy for hours really oh then here we are
"Season 7, Episode 8, Scene 27",Andy,ladies and gentlemen please welcome phyllis vance isn't that white diamonds maya smith taylor my nanny used to wear that
"Season 7, Episode 8, Scene 28",Andy,i just ate powdered seahorse i have to admit i did not think it was gonna work but it is totally working i feel exactly like a seahorse blub blub blub blub blub blub blub blub
"Season 7, Episode 8, Scene 29",Michael,yeah well i wasn't very hard to find is this the same dough you used for the pizza crust so these are pizza dogs they aren't pigs in a blanket per se well he's the longest baby in this room you know what erin you do have to that's what she said
"Season 7, Episode 8, Scene 30",Jim,hey i don't know about love well i think enemy's a strong word 'cause i think we have a really charming back and forth and- i don't think that's gonna what kind of pizza would you like
"Season 7, Episode 8, Scene 30",Pam,it's a miracle she loves him no no no no no she'll wake up look i know what you have to do please stay with cece dwight i've always considered for us to be very good friends great friends remember your concussion absolutely do it
"Season 7, Episode 8, Scene 30",Dwight,she loves me well something's come up i have to go i have something to do i do but you married my worst enemy enough i will require beer and pizza to think this over from jim surprise me no pepperoni
"Season 7, Episode 8, Scene 30",Angela,outside my car in two minutes
"Season 7, Episode 8, Scene 31",Michael,okay alright
"Season 7, Episode 8, Scene 33",Andy,hey creed would you read chinese what does this say hello ups still waiting on that five minutes with erin order oh never mind it's here oh if it isn't the bell of the ball you throw a lovely party ma lady did you wear my favorite outfit on purpose you're four seasons in a day you got the autumn thing going on but if you put on ba- put if you put on a blue it's spring time in the rockies no
"Season 7, Episode 8, Scene 34",Dwight,insert it in my mouth no try me i'd prefer for him to think of it as degrading no crust first okay now the beer beer me jim ssss gentle now i've gotta go meet angela i have a legal obligation to angela okay she needs to be serviced oh come on stop the fake prissy act we're in the real world sex contracts exist yeah sure jim could go see her you ever been with the blondes before it's the big leagues she's in heat she will eat your face off a single piece of pepperoni please what are you doing
"Season 7, Episode 8, Scene 34",Jim,that's not gonna make your pizza eating experience any better trust me okay you need to stop talking okay i'm going home and i'm taking my baby with me i'm not gonna-
"Season 7, Episode 8, Scene 34",Pam,jim just don't think of it as degrading think of it as you happen to be moving the six inches his way and he happens to be biting it what no wait you said you were gonna help us okay fine there must be some way to get out of it even just for tonight no no no don't i will go talk to angela the reverse cycling ends tonight
"Season 7, Episode 8, Scene 34",Kevin,i wanted to eat a pig in a blanket in a blanket
"Season 7, Episode 8, Scene 35",Andy,puts pillow in front of the puke erin likes gabe do you think that they've ever well girls tell each other things right
"Season 7, Episode 8, Scene 36",Michael,i just went out for a walk what really that stinks what does that mean party's over everybody leaves are you sure are you kidding me now that's going on boy i wish i could see that you know what i have an idea i don't know if it's gonna work but let me give it this okay i'm gonna give it shot
"Season 7, Episode 8, Scene 36",Kevin,i can't believe we're missing that please michael just make the glee happen
"Season 7, Episode 8, Scene 38",Pam,hey in there it's pam it's not dwight don't think it's dwight i know you and dwight have this weird deal uhm he sent me out here to see if you could postpone yes i have been so authorized okay you know there are a lot of guys out there who would just love and appreciate a-
"Season 7, Episode 8, Scene 38",Angela,what are you doing here are you authorized to do this ok uhm then tell him that we'll do this tomorrow night instead wait pam how did he seem like you know did he seem disappointed you know what pam just save it
"Season 7, Episode 8, Scene 39",Michael,no i was just check- yeah yes i did yeah yeah what is there to like he's just he's a weird little skeevy guy with no waist why do you care whether we like him or not why i'm not your father all right go to your room go to your room young lady you listen to me you listen good you are are as long as you are living under this roof you are going to do what i say oh do not raise your voice to me gahh i will pull this car over
